gene	SJMMBT044903_D1	SJMMBT044904_D1	SJMMBT047584_D1	SJMMBT047585_D1	SJMMBT047586_D1	SJMMBT047587_D1	SJMMBT044907_D1	SJMMBT044908_D1	SJMMBT044909_D1	SJMMBT044910_D1	SJMMBT044911_D1	SJMMBT045512_D1	SJMMBT044913_D1	SJMMBT044914_D1	SJMMBT044915_D1	SJMMBT044916_D1	SJMMBT045379_D1	SJMMBT047605_D1
Gm13370	813	1015	438	760	1037	653	1096	732	556	538	1025	530	667	1457	1559	712	982	450
Gm13371	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Gm13373	0	2	2	0	2	1	6	1	0	2	4	1	3	2	0	0	7	2
Gm13375	165	148	141	300	276	234	110	171	78	82	395	117	94	299	204	196	260	183
Gm13376	0	7	0	2	0	0	6	2	2	1	1	2	1	0	0	0	8	0
Gm13377	4	3	1	3	4	8	2	2	0	0	0	2	0	0	6	3	1	2
Gm13378	82	85	31	67	52	37	91	58	49	44	64	50	84	85	76	47	63	45
Gm13379	0	0	0	0	3	0	1	0	1	0	0	1	0	1	0	0	0	1
Gm13380	30	28	18	21	23	29	37	52	47	21	53	27	42	52	59	47	41	25
Gm13381	0	0	1	1	0	0	0	2	1	0	0	3	0	4	2	0	0	0
Gm13382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm13383	0	1	0	1	0	0	0	0	0	0	3	2	1	0	3	1	0	0
Gm13384	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
Gm13385	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm13386	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm13387	31	21	13	29	20	33	15	30	37	19	18	14	28	26	19	39	13	10
Gm13388	2	2	0	0	0	8	0	1	0	1	0	0	1	3	0	4	2	0
Gm13389	2	0	0	1	0	1	0	2	0	1	2	0	0	1	0	0	3	0
Gm13390	0	2	2	0	0	0	0	0	0	0	1	0	2	0	0	0	7	0
Gm13391	24	50	16	10	27	20	64	13	25	11	33	18	37	52	89	23	25	7
Gm13392	6	8	13	4	5	9	5	3	7	4	4	11	8	13	6	6	12	5
Gm13393	1	1	1	0	0	0	2	2	0	1	1	2	1	0	3	1	0	0
Gm13394	4068	9814	2535	5467	3933	4291	5263	8549	2254	2784	10640	3818	4646	8909	11455	1550	2564	3318
Gm13395	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Gm13396	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm13397	4	1	0	1	1	0	2	0	0	0	0	0	1	1	3	0	0	0
Gm13398	10	7	4	0	7	0	4	3	9	2	7	7	4	9	11	4	5	6
Gm13399	20	39	24	14	11	21	39	24	16	16	27	15	42	21	39	26	41	11
Gm13400	1	0	2	0	0	0	2	1	2	1	5	2	7	3	2	1	0	0
Gm13401	4	2	1	2	1	2	7	3	5	2	7	1	4	5	7	3	6	1
Gm13402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm13403	14	165	12	17	19	2	141	8	60	61	60	8	23	36	40	5	187	10
Gm13404	21	40	25	30	66	26	53	31	16	15	39	23	51	36	12	25	27	23
Gm13405	0	0	0	0	0	1	0	4	0	0	1	0	0	0	1	1	3	1
Gm13406	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13407	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13408	719	970	346	610	685	441	888	508	535	426	576	496	588	1117	1083	472	526	261
Gm13409	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Gm13410	35	54	15	33	20	11	53	28	46	29	38	25	29	51	120	64	80	13
Gm13412	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Gm13413	7	3	2	4	13	1	3	3	3	2	7	2	4	3	8	1	0	1
Gm13414	596	420	210	283	294	209	344	443	192	210	427	259	379	586	398	310	451	256
Gm13415	0	8	0	0	0	1	2	4	0	2	3	3	3	1	0	0	4	5
Gm13416	19	15	8	15	23	3	12	13	5	4	16	1	18	12	37	7	13	11
Gm13417	1	0	0	0	0	0	1	0	0	0	0	1	0	3	1	0	0	0
Gm13418	3	0	0	0	0	0	4	4	0	1	1	0	2	2	3	1	3	0
Gm13419	0	0	0	0	0	0	1	2	0	0	2	0	4	1	0	0	1	0
Gm13420	0	5	1	2	1	0	4	4	2	1	3	1	2	4	2	1	11	7
Gm13421	59	85	18	59	59	30	55	17	31	23	35	27	35	100	129	29	40	27
Gm13422	29	11	4	12	9	17	25	10	7	8	16	19	9	31	6	8	13	9
Gm13423	57	60	25	31	42	25	60	51	42	36	35	43	56	87	99	54	42	25
Gm13425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm13426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Gm13427	3	6	1	1	6	0	4	1	1	1	2	0	7	3	2	0	9	1
Gm13429	0	3	2	1	5	0	3	5	0	2	4	3	0	2	0	3	5	0
Gm13430	40	33	6	19	28	13	23	25	14	15	27	18	21	33	46	24	22	6
Gm13431	1	4	3	0	1	0	7	3	3	2	1	3	3	2	2	3	4	0
Gm13432	1	0	3	0	1	1	0	0	1	0	1	1	1	1	5	1	1	1
Gm13433	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13435	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0
Gm13436	1467	1517	390	718	755	580	1493	650	613	620	974	824	972	1219	1224	588	562	262
Gm13437	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Gm13442	1	4	3	3	2	2	1	0	2	6	4	1	6	3	6	4	2	4
Gm13443	593	911	392	568	540	442	476	773	458	267	1007	405	661	890	1105	1029	1055	465
Gm13444	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13446	1	38	6	7	5	4	0	72	4	0	73	22	26	0	1	26	63	42
Gm13447	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	1
Gm13448	0	0	1	1	2	2	3	3	1	3	0	3	1	2	8	3	0	0
Gm13449	0	3	2	5	30	16	3	0	1	7	4	2	1	2	24	0	3	0
Gm13451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm13452	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm13453	302	2327	141	389	715	386	228	490	132	51	276	245	188	136	269	357	274	137
Gm13455	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13456	7925	8517	3004	7694	7425	5337	9505	5073	5474	5132	5749	5706	7473	7792	21604	5009	6012	2395
Gm13459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm13461	4164	4027	1266	2178	2334	2022	3663	2083	1821	1834	2616	2045	2417	5240	5799	2011	3751	1021
Gm13464	192	178	58	110	66	78	222	148	111	60	188	99	96	209	233	213	360	134
Gm13465	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm13467	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm13468	3	0	0	0	0	0	1	4	2	2	0	2	2	2	1	2	0	0
Gm13470	3	3	2	2	4	0	4	0	2	3	5	1	1	1	8	2	9	2
Gm13472	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Gm13473	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0
Gm13474	1	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	6	0
Gm13475	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
Gm13476	226	262	92	171	121	95	278	132	212	162	279	130	256	373	269	205	236	92
Gm13477	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	1	0	0
Gm13479	6	19	14	9	14	35	15	4	25	9	14	6	8	12	29	16	33	22
Gm13480	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0
Gm13481	0	2	3	0	1	1	5	0	1	1	4	4	6	4	3	9	2	4
Gm13483	12	16	5	11	9	3	14	11	2	2	26	3	34	15	9	26	64	36
Gm13485	2	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	4
Gm13486	1	2	1	2	0	0	3	0	1	1	4	1	14	1	2	2	3	5
Gm13487	35	16	3	7	12	4	18	6	5	11	15	11	24	16	18	3	13	2
Gm13488	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
Gm13489	2	0	0	1	1	4	0	2	0	1	3	2	1	11	2	3	4	1
Gm13490	0	2	0	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0
Gm13491	1	7	0	1	12	4	1	0	0	1	1	0	1	11	1	1	3	0
Gm13493	1425	1756	496	965	960	776	1474	1065	906	703	1499	1014	1120	1495	1803	960	1384	626
Gm13495	3	0	1	0	1	0	0	1	0	0	0	0	2	0	0	2	0	0
Gm13496	1	6	4	1	1	2	7	1	3	2	3	2	5	2	17	1	3	0
Gm13497	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Gm13498	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm13500	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm13502	992	1500	478	1438	758	1085	1211	1557	746	461	1364	999	1104	1414	1255	1160	1547	761
Gm13503	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm13505	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13506	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13507	39	117	26	25	26	64	72	21	20	27	19	12	51	22	100	34	67	28
Gm13508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm13509	4812	4528	1316	3281	4190	2088	4247	3181	2282	1828	4192	2554	2899	5226	4027	2842	4085	2209
Gm13510	26	11	13	16	14	15	17	18	31	33	19	20	30	47	32	28	25	17
Gm13511	37	28	13	24	20	14	27	30	19	14	17	20	25	26	49	23	31	10
Gm13517	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0
Gm13519	0	6	0	3	3	1	0	0	2	1	3	1	2	3	2	0	0	0
Gm13520	14	20	8	9	4	1	9	16	8	8	29	4	6	21	24	6	17	13
Gm13521	6	2	0	0	1	0	2	2	0	6	0	1	6	2	0	0	2	0
Gm13522	10	0	5	0	8	0	1	0	0	2	2	0	2	11	0	2	1	0
Gm13523	10	16	4	12	10	9	22	9	10	14	28	12	10	15	24	13	25	7
Gm13524	23	14	7	11	6	14	10	10	8	4	20	14	20	30	9	11	7	13
Gm13525	41	32	20	14	23	16	49	32	27	21	34	19	27	51	27	27	18	14
Gm13528	0	0	0	2	0	0	1	0	0	0	2	1	2	3	0	0	2	0
Gm13529	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0
Gm13530	0	8	3	6	2	0	3	8	0	0	19	2	8	0	1	8	18	9
Gm13531	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm13532	10	19	17	15	15	4	21	11	15	10	17	16	8	24	21	8	14	7
Gm13534	59	124	35	61	33	39	92	119	45	41	103	69	58	76	120	48	107	48
Gm13535	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm13536	0	1	0	3	1	2	1	0	0	3	1	3	1	0	2	1	1	1
Gm13538	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
Gm13539	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13540	239	233	69	186	167	128	217	172	69	92	184	86	118	215	295	97	132	86
Gm13542	9	9	4	11	12	10	9	26	8	14	18	8	7	24	20	13	11	10
Gm13543	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Gm13544	3	23	3	3	30	5	25	2	7	3	183	24	1	9	30	4	4	12
Gm13545	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm13546	1	0	4	1	1	3	2	1	0	0	1	1	1	0	2	4	2	0
Gm13547	4	2	1	0	1	0	3	4	1	4	10	2	9	7	12	3	6	2
Gm13548	3	2	1	3	2	1	6	3	2	4	3	2	3	10	4	1	0	2
Gm13549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm13550	2	1	0	2	1	1	4	2	1	3	3	2	1	1	2	3	5	1
Gm13552	112	94	30	73	70	54	107	67	48	33	75	41	81	141	102	67	77	29
Gm13553	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm13554	0	0	1	1	0	0	0	1	0	0	0	0	1	3	0	0	1	0
Gm13555	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm13556	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0
Gm13557	0	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0
Gm13558	3	23	14	9	0	3	2	37	4	0	49	9	8	5	2	15	34	15
Gm13559	0	1	1	1	0	0	0	2	0	0	0	1	2	1	0	2	1	2
Gm13560	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13561	5	0	1	1	2	0	1	1	0	0	2	0	1	3	0	4	3	3
Gm13562	9	7	8	11	4	152	6	9	7	4	18	7	19	17	13	10	14	6
Gm13563	155	194	79	206	196	136	162	74	164	150	233	126	157	346	273	163	134	77
Gm13564	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm13567	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Gm13568	2	3	4	6	2	2	5	7	2	4	6	3	4	7	2	4	6	7
Gm13569	1	0	2	0	0	2	0	0	0	0	1	0	2	0	0	0	1	2
Gm13570	28	42	7	19	2	22	41	25	22	27	38	19	41	78	54	27	31	8
Gm13571	17	107	5	21	28	24	75	5	20	32	15	15	22	70	36	12	14	1
Gm13572	0	2	0	0	0	1	0	5	1	1	5	3	1	0	1	1	5	0
Gm13573	19	36	8	7	8	14	21	6	18	20	24	16	18	19	21	8	5	4
Gm13574	33	34	15	13	11	19	53	52	28	34	37	17	51	58	48	43	26	13
Gm13575	0	3	0	0	0	1	9	0	0	1	0	0	0	0	2	0	5	0
Gm13577	82	83	17	43	35	34	128	82	98	107	66	68	70	110	162	65	158	16
Gm13578	9	11	0	1	0	1	5	4	8	3	2	2	13	2	3	0	3	0
Gm13579	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm13580	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Gm13581	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13582	0	1	0	0	1	0	1	0	0	0	3	1	0	1	0	3	2	0
Gm13583	1	0	0	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0
Gm13584	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm13586	43	59	10	34	34	23	37	22	16	23	24	23	25	30	38	11	20	12
Gm13588	1	0	0	0	0	2	2	0	2	0	3	0	0	1	0	0	0	0
Gm13589	1	17	4	4	5	0	1	22	3	0	27	7	7	2	0	9	26	7
Gm13590	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Gm13592	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Gm13593	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Gm13594	27	27	6	15	14	10	13	11	16	14	19	11	11	43	22	4	23	43
Gm13595	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm13596	2	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	2	0
Gm13597	819	737	270	437	413	393	824	354	252	328	529	301	620	1007	729	367	738	211
Gm136	3	1	2	2	3	3	0	3	0	0	0	0	1	4	0	0	4	0
Gm13600	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm13601	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
Gm13603	50	13	12	15	19	8	17	25	24	20	23	26	41	44	25	71	20	10
Gm13604	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0
Gm13605	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	0	0	0
Gm13606	0	0	0	2	0	0	0	8	0	0	0	3	0	2	2	2	3	0
Gm13607	53	13	4	23	24	9	16	29	23	17	20	15	27	26	22	44	14	6
Gm13608	68	51	26	38	48	38	97	66	48	51	55	37	64	101	132	56	77	35
Gm13610	11	11	7	11	9	11	10	4	11	8	10	8	11	36	17	6	12	7
Gm13611	229	346	82	167	276	173	331	227	150	115	260	201	213	415	342	188	178	63
Gm13612	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0
Gm13613	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
Gm13614	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Gm13617	3	1	1	3	1	0	0	3	4	0	4	4	3	3	0	2	3	2
Gm13618	2	1	0	0	1	1	4	0	0	0	0	0	0	3	0	4	0	0
Gm13619	3	2	2	9	2	0	3	9	4	3	9	2	5	1	7	13	4	1
Gm13620	22	12	1	10	0	1	12	10	12	8	23	7	14	29	8	7	8	1
Gm13621	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm13622	0	0	1	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0
Gm13623	12	13	5	8	11	13	12	7	13	12	6	12	6	21	16	9	3	9
Gm13624	0	0	0	1	0	0	1	1	0	0	0	0	2	3	0	1	0	0
Gm13625	5	6	1	2	2	6	1	2	6	3	2	4	6	4	4	2	4	3
Gm13626	1	2	1	0	2	1	0	1	1	0	3	0	5	1	1	0	1	1
Gm13627	14	2	0	0	1	0	5	9	0	1	12	6	6	0	1	18	2	0
Gm13629	3	233	79	119	55	13	12	428	22	2	320	152	127	3	12	199	402	162
Gm13630	4	8	17	13	12	5	7	17	22	20	24	19	16	6	8	23	22	22
Gm13631	4	3	0	0	3	0	6	2	0	6	1	1	4	4	4	0	6	0
Gm13632	0	2	0	1	0	1	3	1	3	0	1	2	0	3	1	1	4	0
Gm13633	1	0	1	0	2	0	3	2	0	0	1	0	2	1	0	4	0	0
Gm13634	47	75	22	31	47	19	73	63	50	47	70	39	87	79	71	66	50	35
Gm13635	5	7	0	3	2	6	10	5	6	1	2	2	2	6	7	11	2	0
Gm13641	2	0	0	0	0	1	0	1	0	1	4	0	0	0	1	1	0	2
Gm13642	25	21	7	12	14	9	22	16	14	20	8	17	15	18	23	19	30	7
Gm13643	0	2	1	2	1	2	0	1	0	0	5	0	2	0	1	2	5	3
Gm13644	13	21	15	48	13	11	28	20	16	13	54	13	28	40	27	12	43	12
Gm13645	1	1	0	1	2	0	2	2	2	1	1	3	2	2	1	1	8	0
Gm13647	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	2	0	1
Gm13648	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Gm13650	51	43	22	27	30	24	80	22	49	50	45	36	42	64	80	38	21	6
Gm13651	39	42	20	44	28	17	26	17	18	15	28	12	24	38	45	29	25	19
Gm13652	1	7	3	2	2	1	0	7	3	0	7	7	5	0	75	3	14	7
Gm13653	55	66	33	45	52	55	59	42	54	43	55	39	43	79	117	45	77	29
Gm13654	6555	8710	5123	5701	5547	9150	8171	6482	3995	3347	9788	5335	6295	10932	9423	4116	8918	3537
Gm13655	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Gm13656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm13657	0	4	1	0	4	1	3	2	0	8	0	3	2	8	0	0	1	0
Gm13659	0	15	15	42	219	2	2	29	13	3	8	9	2	3	55	12	16	5
Gm13660	0	3	0	0	0	0	1	1	0	1	0	1	0	2	4	0	0	1
Gm13661	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Gm13662	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1
Gm13663	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm13665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm13666	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Gm13667	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
Gm13669	2	3	1	1	6	4	3	1	0	1	3	2	6	2	6	0	10	1
Gm13670	4	11	6	5	4	4	14	5	6	4	8	3	10	21	11	5	3	3
Gm13672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm13673	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0
Gm13674	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Gm13675	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm13678	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm13679	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Gm13680	231	262	97	192	213	173	275	174	226	166	207	223	204	209	400	132	159	74
Gm13684	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Gm13686	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm13688	88	64	18	100	20	52	24	17	44	38	58	29	38	98	37	37	52	56
Gm13689	209	141	66	118	86	94	228	169	177	139	161	110	172	274	246	174	148	65
Gm13690	260	258	119	195	224	191	229	171	142	118	206	127	184	265	358	195	180	123
Gm13691	17	8	2	7	3	2	10	8	12	7	7	12	3	18	7	6	8	7
Gm13693	35	28	4	26	22	5	29	21	7	16	18	17	16	48	36	16	15	9
Gm13694	12	11	3	4	6	8	8	14	11	10	8	11	1	15	9	7	14	5
Gm13695	13	14	1	13	7	1	7	13	1	4	4	3	7	5	9	6	5	1
Gm13696	11	9	4	9	3	1	8	5	1	4	5	15	4	17	15	8	9	0
Gm13697	7	8	7	10	5	6	9	3	3	6	4	5	7	20	15	11	10	0
Gm13698	21	36	12	19	18	10	21	22	17	21	20	20	23	50	48	18	19	6
Gm13699	3854	6292	1894	24625	1239	2500	3782	3631	1914	1419	8474	1927	1913	7904	8162	1967	7340	2060
Gm13701	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Gm13702	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0
Gm13703	10	3	2	12	3	5	1	4	6	5	1	4	3	11	6	4	1	0
Gm13704	42	16	8	14	9	3	29	22	6	4	11	12	1	52	25	25	11	14
Gm13705	108	51	21	46	30	21	45	84	11	11	48	47	39	149	65	58	55	74
Gm13706	2	14	3	3	1	2	0	22	1	1	12	8	6	2	2	7	30	5
Gm13707	5	7	1	25	5	3	5	5	5	1	32	5	5	0	11	4	10	8
Gm13708	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm13709	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0
Gm13710	22	12	8	10	5	8	24	9	8	11	2	7	9	9	13	9	6	3
Gm13711	11	0	4	2	4	12	0	3	1	1	5	3	2	5	12	1	2	3
Gm13712	26	34	0	13	2	2	28	1	35	8	13	21	35	46	61	32	23	16
Gm13713	5	4	6	0	1	6	5	8	1	2	20	2	12	14	1	4	12	2
Gm13715	0	2	0	0	1	0	0	7	0	0	6	2	2	1	0	3	1	2
Gm13716	2	1	0	0	0	0	0	1	1	0	3	1	1	0	0	0	2	0
Gm13717	33	11	9	4	4	8	26	15	12	15	19	7	4	24	26	17	6	2
Gm13719	1	0	1	0	1	2	0	4	1	1	1	0	1	0	4	5	0	1
Gm13722	1	0	0	0	2	1	0	0	1	0	1	1	0	2	2	0	0	0
Gm13724	0	8	1	1	2	1	0	3	0	4	1	2	2	5	4	1	0	3
Gm13725	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0
Gm13726	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Gm13727	1	1	0	2	1	0	0	0	0	0	0	0	0	2	0	0	1	0
Gm13730	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm13736	667	1227	290	850	837	687	577	936	272	226	789	391	520	488	921	464	640	505
Gm13740	0	2	0	1	3	2	4	2	1	1	1	1	0	1	1	0	3	0
Gm13743	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	1
Gm13746	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
Gm13748	1	0	1	0	1	1	1	1	1	1	0	1	1	1	2	1	1	0
Gm13749	7	3	1	1	4	3	1	0	0	4	2	1	1	16	2	0	0	1
Gm13750	9	8	4	2	1	4	2	3	5	13	4	3	5	3	11	6	3	2
Gm13751	12	1	0	1	0	4	3	7	1	0	4	2	2	3	2	4	2	0
Gm13752	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
Gm13754	0	0	0	1	0	2	0	1	0	1	0	0	0	3	0	0	6	1
Gm13755	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Gm13758	1	0	0	0	0	5	0	0	0	0	1	0	0	2	0	0	0	0
Gm13759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm13760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm13765	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm13767	60	61	24	50	29	14	62	52	58	52	49	42	57	117	47	39	78	28
Gm13768	45	65	27	49	17	26	80	66	63	54	60	43	49	96	44	26	78	16
Gm13769	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13770	1	2	1	0	1	0	1	3	2	0	0	2	0	1	2	0	5	1
Gm13771	6	4	1	5	4	4	4	4	9	3	2	5	3	6	17	3	3	1
Gm13772	197	204	61	109	112	81	170	168	89	84	173	110	125	192	215	184	188	87
Gm13773	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13775	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13776	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm13777	0	1	0	0	0	1	1	2	0	0	0	0	0	0	2	0	0	0
Gm13778	17	25	6	15	7	16	39	13	14	21	15	11	20	44	38	21	19	5
Gm13781	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm13782	0	0	0	0	1	3	0	0	0	0	0	1	1	3	7	0	3	0
Gm13783	5	5	9	6	13	3	7	4	5	8	11	5	9	10	14	8	6	5
Gm13784	0	3	0	0	0	0	1	0	0	0	0	2	0	1	3	0	0	0
Gm13785	52	46	12	36	22	19	54	19	41	48	41	31	45	81	92	49	44	13
Gm13786	94	78	20	43	38	44	87	43	60	81	56	48	109	112	123	55	73	37
Gm13787	5	16	3	8	6	4	11	6	6	10	21	5	5	21	19	6	9	6
Gm13788	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
Gm13789	4	1	0	2	1	1	5	3	0	0	9	6	5	11	2	3	6	2
Gm13791	3	1	0	1	0	0	0	6	0	0	3	2	1	0	0	3	4	4
Gm13792	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0
Gm13794	0	0	1	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0
Gm13797	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13800	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Gm13802	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm13803	34	13	2	12	9	11	20	16	14	12	25	8	10	15	9	10	18	6
